employee_id,age_raw,gender,sector,stress_level,stress_source,destress_method,sleep_hours,age_group,risk_category
2446,48,Mujer,Retail,5,Finanzas,Deporte,7.993680454742215,Gen X (40-49),Riesgo Moderado
2447,61,Mujer,Retail,4,Familia,Naturaleza,6.503142499013847,Boomers (50+),Bajo Riesgo
2448,23,Mujer,Finanzas,4,Carga Laboral,Socializar,5.068965081738824,Gen Z (20-29),Bajo Riesgo
2449,34,Hombre,Construcción,5,Carga Laboral,Socializar,5.8858765238508415,Millennials (30-39),Riesgo Moderado
2450,53,Hombre,Salud,6,Salud,Naturaleza,8.737235399247643,Boomers (50+),Riesgo Moderado
2451,52,Mujer,Construcción,6,Carga Laboral,Socializar,4.4845082468822985,Boomers (50+),Riesgo Moderado
2452,37,Mujer,Tecnología,6,Carga Laboral,Videojuegos,8.450419417019745,Millennials (30-39),Riesgo Moderado
2453,53,Mujer,Finanzas,4,Finanzas,Naturaleza,6.536194587511334,Boomers (50+),Bajo Riesgo
2454,53,Mujer,Finanzas,5,Carga Laboral,Videojuegos,4.511611123470548,Boomers (50+),Riesgo Moderado
2455,55,Hombre,Tecnología,5,Finanzas,Naturaleza,7.6882190408900275,Boomers (50+),Riesgo Moderado
2456,32,Hombre,Construcción,3,Finanzas,Naturaleza,5.432595308034855,Millennials (30-39),Bajo Riesgo
2457,31,Hombre,Tecnología,4,Finanzas,Videojuegos,6.640680073507,Millennials (30-39),Bajo Riesgo
2458,36,Hombre,Educación,5,Familia,Naturaleza,3.743993069986678,Millennials (30-39),Riesgo Moderado
2459,38,Hombre,Tecnología,5,Finanzas,Socializar,8.51800863999592,Millennials (30-39),Riesgo Moderado
2460,61,Mujer,Construcción,5,Familia,Videojuegos,6.058849049651449,Boomers (50+),Riesgo Moderado
2461,39,Hombre,Tecnología,5,Finanzas,Naturaleza,5.579824845045767,Millennials (30-39),Riesgo Moderado
2462,30,Hombre,Salud,7,Familia,Socializar,6.787021299712227,Gen Z (20-29),Riesgo Moderado
2463,46,Hombre,Retail,5,Salud,Videojuegos,7.82801222515886,Gen X (40-49),Riesgo Moderado
2464,61,Mujer,Tecnología,5,Salud,Videojuegos,6.216748542827116,Boomers (50+),Riesgo Moderado
2465,35,Mujer,Retail,5,Familia,Socializar,7.780610558872773,Millennials (30-39),Riesgo Moderado
2466,46,Mujer,Tecnología,4,Salud,Naturaleza,6.461355014213035,Gen X (40-49),Bajo Riesgo
2467,43,Mujer,Construcción,4,Carga Laboral,Naturaleza,6.63221382251795,Gen X (40-49),Bajo Riesgo
2468,51,Hombre,Educación,5,Finanzas,Videojuegos,5.298945748746358,Boomers (50+),Riesgo Moderado
2469,41,Mujer,Educación,2,Familia,Deporte,8.085000832890687,Gen X (40-49),Bajo Riesgo
2470,42,Hombre,Retail,4,Salud,Naturaleza,7.505565986434984,Gen X (40-49),Bajo Riesgo
2471,53,Hombre,Construcción,4,Salud,Naturaleza,7.323515727638148,Boomers (50+),Bajo Riesgo
2472,42,Mujer,Construcción,4,Carga Laboral,Socializar,8.10031790090574,Gen X (40-49),Bajo Riesgo
2473,56,Mujer,Construcción,5,Finanzas,Deporte,4.926053874180138,Boomers (50+),Riesgo Moderado
2474,53,Hombre,Salud,4,Carga Laboral,Deporte,6.606756194550073,Boomers (50+),Bajo Riesgo
2475,51,Hombre,Finanzas,5,Familia,Videojuegos,8.163087652088059,Boomers (50+),Riesgo Moderado
2476,60,Mujer,Tecnología,5,Salud,Socializar,6.447354166695894,Boomers (50+),Riesgo Moderado
2477,33,Hombre,Construcción,7,Salud,Socializar,6.721480336533484,Millennials (30-39),Riesgo Moderado
2478,62,Hombre,Construcción,8,Salud,Naturaleza,6.678643781072736,Boomers (50+),Alto Riesgo
2479,39,Hombre,Construcción,2,Carga Laboral,Videojuegos,7.20936435454277,Millennials (30-39),Bajo Riesgo
2480,42,Hombre,Educación,4,Carga Laboral,Naturaleza,3.6147189936697943,Gen X (40-49),Bajo Riesgo
2481,34,Mujer,Construcción,5,Finanzas,Deporte,6.678584061494118,Millennials (30-39),Riesgo Moderado
2482,42,Hombre,Tecnología,5,Familia,Socializar,7.09544441963372,Gen X (40-49),Riesgo Moderado
2483,29,Hombre,Construcción,6,Finanzas,Videojuegos,7.089072618669851,Gen Z (20-29),Riesgo Moderado
2484,61,Mujer,Tecnología,4,Finanzas,Naturaleza,8.900318997415011,Boomers (50+),Bajo Riesgo
2485,28,Mujer,Salud,3,Salud,Naturaleza,5.622738062967121,Gen Z (20-29),Bajo Riesgo
2486,44,Hombre,Finanzas,7,Carga Laboral,Deporte,8.971722478439847,Gen X (40-49),Riesgo Moderado
2487,53,Hombre,Educación,6,Familia,Socializar,5.955839255323079,Boomers (50+),Riesgo Moderado
2488,32,Hombre,Tecnología,6,Finanzas,Deporte,4.476379322916016,Millennials (30-39),Riesgo Moderado
2489,43,Mujer,Retail,5,Familia,Naturaleza,8.758297775287197,Gen X (40-49),Riesgo Moderado
2490,43,Mujer,Salud,7,Salud,Socializar,8.079037040284012,Gen X (40-49),Riesgo Moderado
2491,64,Mujer,Finanzas,2,Finanzas,Socializar,6.70414551894345,Boomers (50+),Bajo Riesgo
2492,46,Mujer,Finanzas,3,Carga Laboral,Deporte,5.621775086227668,Gen X (40-49),Bajo Riesgo
2493,43,Mujer,Finanzas,7,Finanzas,Socializar,6.186952743378868,Gen X (40-49),Riesgo Moderado
2494,49,Mujer,Tecnología,5,Salud,Deporte,6.883137941309122,Gen X (40-49),Riesgo Moderado
2495,50,Mujer,Salud,9,Finanzas,Socializar,8.581498939192084,Gen X (40-49),Alto Riesgo
2496,34,Hombre,Construcción,4,Salud,Socializar,4.525703022821137,Millennials (30-39),Bajo Riesgo
2497,39,No Binario,Retail,9,Finanzas,Videojuegos,6.184534315544131,Millennials (30-39),Alto Riesgo
2498,23,Hombre,Salud,10,Familia,Socializar,6.104969187567027,Gen Z (20-29),Alto Riesgo
2499,50,Hombre,Salud,5,Carga Laboral,Naturaleza,5.773106352282844,Gen X (40-49),Riesgo Moderado
2500,42,Mujer,Salud,5,Salud,Videojuegos,5.5283096792697926,Gen X (40-49),Riesgo Moderado
2501,36,Hombre,Tecnología,7,Familia,Deporte,8.910851101377695,Millennials (30-39),Riesgo Moderado
2502,48,Mujer,Retail,4,Salud,Naturaleza,5.297095187666015,Gen X (40-49),Bajo Riesgo
2503,52,Mujer,Tecnología,5,Finanzas,Deporte,6.702120359204532,Boomers (50+),Riesgo Moderado
2504,36,Hombre,Retail,4,Salud,Deporte,4.730129056260044,Millennials (30-39),Bajo Riesgo
2505,44,Mujer,Retail,4,Salud,Naturaleza,7.802046285366086,Gen X (40-49),Bajo Riesgo
2506,45,Hombre,Tecnología,5,Carga Laboral,Deporte,5.7605412542355,Gen X (40-49),Riesgo Moderado
2507,34,Hombre,Retail,5,Familia,Videojuegos,3.194582864981534,Millennials (30-39),Riesgo Moderado
2508,43,Mujer,Salud,3,Finanzas,Naturaleza,7.9600682494121,Gen X (40-49),Bajo Riesgo
2509,64,Mujer,Tecnología,7,Carga Laboral,Deporte,5.6681446252358505,Boomers (50+),Riesgo Moderado
2510,58,Mujer,Retail,7,Salud,Deporte,8.465568272397658,Boomers (50+),Riesgo Moderado
2511,54,Hombre,Finanzas,6,Carga Laboral,Socializar,8.133622441040512,Boomers (50+),Riesgo Moderado
2512,24,Mujer,Tecnología,6,Salud,Socializar,6.333110548347139,Gen Z (20-29),Riesgo Moderado
2513,40,Hombre,Educación,4,Finanzas,Deporte,7.094185707272794,Millennials (30-39),Bajo Riesgo
2514,44,Mujer,Tecnología,4,Salud,Naturaleza,6.641937268440486,Gen X (40-49),Bajo Riesgo
2515,50,Hombre,Tecnología,7,Carga Laboral,Videojuegos,4.39849945148975,Gen X (40-49),Riesgo Moderado
2516,51,Mujer,Tecnología,6,Carga Laboral,Deporte,8.635070438663526,Boomers (50+),Riesgo Moderado
2517,60,Hombre,Retail,6,Salud,Deporte,6.116180217993366,Boomers (50+),Riesgo Moderado
2518,46,Hombre,Tecnología,6,Familia,Deporte,6.53542029166043,Gen X (40-49),Riesgo Moderado
2519,58,Mujer,Educación,7,Carga Laboral,Socializar,6.556838653605553,Boomers (50+),Riesgo Moderado
2520,29,Mujer,Construcción,7,Familia,Naturaleza,6.160935684710318,Gen Z (20-29),Riesgo Moderado
2521,63,Mujer,Tecnología,6,Familia,Deporte,7.459440990652066,Boomers (50+),Riesgo Moderado
2522,37,Mujer,Finanzas,4,Familia,Socializar,6.35407394675701,Millennials (30-39),Bajo Riesgo
2523,29,Mujer,Educación,8,Familia,Deporte,5.7305017274832215,Gen Z (20-29),Alto Riesgo
2524,22,Mujer,Construcción,5,Carga Laboral,Deporte,5.878303411715239,Gen Z (20-29),Riesgo Moderado
2525,26,Hombre,Retail,4,Carga Laboral,Naturaleza,8.993999320015096,Gen Z (20-29),Bajo Riesgo
2526,24,Mujer,Tecnología,5,Familia,Socializar,6.588887109093703,Gen Z (20-29),Riesgo Moderado
2527,22,Hombre,Construcción,4,Carga Laboral,Videojuegos,8.937328019404896,Gen Z (20-29),Bajo Riesgo
2528,25,Mujer,Finanzas,7,Familia,Naturaleza,5.065621509312814,Gen Z (20-29),Riesgo Moderado
2529,61,Mujer,Educación,5,Familia,Videojuegos,5.53160774646535,Boomers (50+),Riesgo Moderado
2530,56,Mujer,Educación,7,Familia,Socializar,5.775175278271803,Boomers (50+),Riesgo Moderado
2531,53,Mujer,Retail,1,Salud,Socializar,6.37680588707159,Boomers (50+),Bajo Riesgo
2532,63,Mujer,Retail,5,Finanzas,Videojuegos,5.428204271433668,Boomers (50+),Riesgo Moderado
2533,55,Mujer,Retail,5,Carga Laboral,Socializar,6.307554521776509,Boomers (50+),Riesgo Moderado
2534,64,Hombre,Construcción,4,Carga Laboral,Naturaleza,6.801861175378007,Boomers (50+),Bajo Riesgo
2535,46,Mujer,Tecnología,3,Familia,Deporte,8.007704404883938,Gen X (40-49),Bajo Riesgo
2536,31,Hombre,Salud,6,Salud,Videojuegos,4.485564729218995,Millennials (30-39),Riesgo Moderado
2537,42,Mujer,Educación,4,Salud,Deporte,7.893386643018396,Gen X (40-49),Bajo Riesgo
2538,60,Hombre,Salud,8,Carga Laboral,Videojuegos,7.608092006679538,Boomers (50+),Alto Riesgo
2539,48,Hombre,Educación,6,Familia,Deporte,5.038683007096892,Gen X (40-49),Riesgo Moderado
2540,48,Hombre,Retail,6,Carga Laboral,Deporte,5.3173176666545325,Gen X (40-49),Riesgo Moderado
2541,23,Hombre,Tecnología,3,Familia,Naturaleza,7.0377574357963,Gen Z (20-29),Bajo Riesgo
2542,62,Mujer,Tecnología,6,Familia,Deporte,5.554971119386723,Boomers (50+),Riesgo Moderado
2543,34,Hombre,Educación,6,Finanzas,Videojuegos,8.556477391730187,Millennials (30-39),Riesgo Moderado
2544,30,Mujer,Construcción,4,Familia,Deporte,6.4900860664710605,Gen Z (20-29),Bajo Riesgo
2545,57,Hombre,Retail,5,Finanzas,Socializar,4.685468044691953,Boomers (50+),Riesgo Moderado
2546,43,Mujer,Tecnología,4,Carga Laboral,Deporte,4.824423698451319,Gen X (40-49),Bajo Riesgo
2547,63,Mujer,Tecnología,5,Carga Laboral,Deporte,4.26497902999594,Boomers (50+),Riesgo Moderado
2548,47,Mujer,Finanzas,6,Salud,Socializar,6.342718677994027,Gen X (40-49),Riesgo Moderado
2549,33,Mujer,Tecnología,4,Finanzas,Socializar,6.414003843187834,Millennials (30-39),Bajo Riesgo
2550,38,Hombre,Finanzas,5,Carga Laboral,Videojuegos,7.269147364652413,Millennials (30-39),Riesgo Moderado
2551,35,Mujer,Tecnología,9,Finanzas,Socializar,8.394288851389668,Millennials (30-39),Alto Riesgo
2552,35,Hombre,Tecnología,4,Carga Laboral,Socializar,6.518188737259604,Millennials (30-39),Bajo Riesgo
2553,55,Mujer,Construcción,5,Finanzas,Videojuegos,8.400884864230733,Boomers (50+),Riesgo Moderado
2554,41,Mujer,Construcción,3,Finanzas,Videojuegos,5.406432975939102,Gen X (40-49),Bajo Riesgo
2555,32,Hombre,Retail,3,Familia,Deporte,4.2918663987723615,Millennials (30-39),Bajo Riesgo
2556,37,Mujer,Tecnología,6,Carga Laboral,Naturaleza,7.689804451983514,Millennials (30-39),Riesgo Moderado
2557,52,Mujer,Retail,4,Salud,Videojuegos,7.587024661444435,Boomers (50+),Bajo Riesgo
2558,27,Hombre,Retail,8,Familia,Socializar,6.879785010666441,Gen Z (20-29),Alto Riesgo
2559,40,Hombre,Retail,6,Salud,Deporte,7.521905642782654,Millennials (30-39),Riesgo Moderado
2560,58,Hombre,Retail,4,Finanzas,Socializar,3.0371331660069147,Boomers (50+),Bajo Riesgo
2561,25,Mujer,Educación,4,Familia,Videojuegos,5.795841151512549,Gen Z (20-29),Bajo Riesgo
2562,25,Mujer,Educación,7,Finanzas,Naturaleza,8.178264289684362,Gen Z (20-29),Riesgo Moderado
2563,41,Hombre,Tecnología,3,Carga Laboral,Deporte,6.112905944385673,Gen X (40-49),Bajo Riesgo
2564,31,Hombre,Educación,3,Carga Laboral,Videojuegos,7.475650639634404,Millennials (30-39),Bajo Riesgo
2565,45,Mujer,Tecnología,2,Salud,Videojuegos,10.404002488109388,Gen X (40-49),Bajo Riesgo
2566,56,Mujer,Construcción,6,Carga Laboral,Socializar,8.033408420082852,Boomers (50+),Riesgo Moderado
2567,47,Hombre,Salud,5,Salud,Naturaleza,5.959791796613154,Gen X (40-49),Riesgo Moderado
2568,58,Hombre,Finanzas,6,Finanzas,Videojuegos,3.850544141840118,Boomers (50+),Riesgo Moderado
2569,59,Mujer,Educación,3,Familia,Socializar,7.57380967152841,Boomers (50+),Bajo Riesgo
2570,42,Hombre,Educación,3,Carga Laboral,Deporte,3.464914538960159,Gen X (40-49),Bajo Riesgo
2571,61,Hombre,Construcción,6,Finanzas,Socializar,5.315270704533414,Boomers (50+),Riesgo Moderado
2572,60,Mujer,Educación,5,Familia,Deporte,5.3895737033404,Boomers (50+),Riesgo Moderado
2573,42,Mujer,Tecnología,4,Finanzas,Socializar,6.318920958583437,Gen X (40-49),Bajo Riesgo
2574,31,Hombre,Tecnología,4,Salud,Naturaleza,6.912491721063468,Millennials (30-39),Bajo Riesgo
2575,59,Hombre,Salud,5,Finanzas,Socializar,5.205802131471833,Boomers (50+),Riesgo Moderado
2576,25,Hombre,Salud,10,Salud,Naturaleza,8.078994101420745,Gen Z (20-29),Alto Riesgo
2577,41,Hombre,Salud,6,Salud,Naturaleza,8.62737519205406,Gen X (40-49),Riesgo Moderado
2578,38,Mujer,Tecnología,5,Carga Laboral,Deporte,6.136681800588731,Millennials (30-39),Riesgo Moderado
2579,28,Hombre,Retail,5,Salud,Socializar,8.107786448076642,Gen Z (20-29),Riesgo Moderado
2580,25,Mujer,Retail,7,Salud,Socializar,5.464735127730902,Gen Z (20-29),Riesgo Moderado
2581,50,Mujer,Salud,4,Finanzas,Socializar,4.945808633918173,Gen X (40-49),Bajo Riesgo
2582,35,Hombre,Salud,7,Salud,Naturaleza,8.120910061646727,Millennials (30-39),Riesgo Moderado
2583,24,Hombre,Tecnología,7,Salud,Videojuegos,6.899263708556828,Gen Z (20-29),Riesgo Moderado
2584,45,Mujer,Construcción,7,Finanzas,Socializar,7.088704838141692,Gen X (40-49),Riesgo Moderado
2585,58,Mujer,Educación,2,Familia,Socializar,9.260925260252016,Boomers (50+),Bajo Riesgo
2586,37,Mujer,Finanzas,7,Carga Laboral,Videojuegos,7.499595235190462,Millennials (30-39),Riesgo Moderado
2587,25,Hombre,Retail,6,Finanzas,Deporte,10.103423538856664,Gen Z (20-29),Riesgo Moderado
2588,45,Mujer,Retail,4,Salud,Socializar,6.639686979525873,Gen X (40-49),Bajo Riesgo
2589,55,Mujer,Tecnología,2,Finanzas,Videojuegos,8.767343436624493,Boomers (50+),Bajo Riesgo
2590,51,Mujer,Tecnología,4,Familia,Socializar,6.4233544108888525,Boomers (50+),Bajo Riesgo
2591,39,Hombre,Finanzas,5,Finanzas,Naturaleza,4.76940128451443,Millennials (30-39),Riesgo Moderado
2592,40,Mujer,Finanzas,3,Finanzas,Videojuegos,7.748146801178571,Millennials (30-39),Bajo Riesgo
2593,52,Mujer,Salud,5,Finanzas,Naturaleza,6.44472494270767,Boomers (50+),Riesgo Moderado
2594,40,Hombre,Finanzas,3,Finanzas,Videojuegos,9.611209986022542,Millennials (30-39),Bajo Riesgo
2595,40,Mujer,Educación,4,Salud,Deporte,7.345770846849994,Millennials (30-39),Bajo Riesgo
2596,43,Hombre,Educación,3,Finanzas,Naturaleza,7.927654377075419,Gen X (40-49),Bajo Riesgo
2597,45,Hombre,Retail,8,Familia,Socializar,4.147412547194113,Gen X (40-49),Alto Riesgo
2598,33,Hombre,Educación,6,Finanzas,Videojuegos,7.587549911586703,Millennials (30-39),Riesgo Moderado
2599,51,Mujer,Educación,3,Finanzas,Socializar,6.394086942063503,Boomers (50+),Bajo Riesgo
2600,59,Hombre,Educación,4,Salud,Deporte,5.335876724996725,Boomers (50+),Bajo Riesgo
2601,52,Hombre,Salud,4,Salud,Videojuegos,8.606790536454131,Boomers (50+),Bajo Riesgo
2602,57,Mujer,Retail,5,Finanzas,Deporte,4.560905754957799,Boomers (50+),Riesgo Moderado
2603,40,Hombre,Tecnología,8,Salud,Videojuegos,7.032584863880707,Millennials (30-39),Alto Riesgo
2604,57,Mujer,Retail,7,Salud,Naturaleza,5.578665359119377,Boomers (50+),Riesgo Moderado
2605,51,Mujer,Retail,5,Finanzas,Socializar,6.910252658459836,Boomers (50+),Riesgo Moderado
2606,54,Mujer,Retail,5,Salud,Naturaleza,6.080468477093044,Boomers (50+),Riesgo Moderado
2607,39,Mujer,Finanzas,6,Carga Laboral,Naturaleza,6.229116183775623,Millennials (30-39),Riesgo Moderado
2608,49,Mujer,Tecnología,5,Carga Laboral,Naturaleza,6.586551322964749,Gen X (40-49),Riesgo Moderado
2609,32,Hombre,Finanzas,6,Carga Laboral,Naturaleza,5.061193275515696,Millennials (30-39),Riesgo Moderado
2610,54,Mujer,Salud,6,Salud,Videojuegos,8.040766807295926,Boomers (50+),Riesgo Moderado
2611,38,Hombre,Salud,7,Carga Laboral,Socializar,7.4987032031787795,Millennials (30-39),Riesgo Moderado
2612,27,Mujer,Construcción,4,Familia,Videojuegos,5.018270634927685,Gen Z (20-29),Bajo Riesgo
2613,25,Hombre,Construcción,6,Carga Laboral,Videojuegos,8.61719839176015,Gen Z (20-29),Riesgo Moderado
2614,41,Mujer,Salud,6,Familia,Videojuegos,7.641497917282411,Gen X (40-49),Riesgo Moderado
2615,48,Mujer,Salud,5,Salud,Naturaleza,6.652909476175567,Gen X (40-49),Riesgo Moderado
2616,36,Mujer,Finanzas,3,Carga Laboral,Deporte,4.368152805202504,Millennials (30-39),Bajo Riesgo
2617,27,Hombre,Salud,7,Familia,Naturaleza,5.532012497984745,Gen Z (20-29),Riesgo Moderado
2618,35,Hombre,Tecnología,10,Salud,Videojuegos,3.669105945275612,Millennials (30-39),Alto Riesgo
2619,32,Mujer,Finanzas,4,Carga Laboral,Naturaleza,6.769859649994574,Millennials (30-39),Bajo Riesgo
2620,60,Mujer,Salud,6,Finanzas,Socializar,7.770168496288505,Boomers (50+),Riesgo Moderado
2621,30,Hombre,Finanzas,7,Carga Laboral,Socializar,5.414889186780724,Gen Z (20-29),Riesgo Moderado
2622,47,No Binario,Finanzas,8,Carga Laboral,Naturaleza,6.508825117921132,Gen X (40-49),Alto Riesgo
2623,37,Mujer,Educación,4,Carga Laboral,Naturaleza,7.988841115988259,Millennials (30-39),Bajo Riesgo
2624,26,Hombre,Construcción,7,Finanzas,Deporte,5.56459540974066,Gen Z (20-29),Riesgo Moderado
2625,31,Mujer,Finanzas,6,Familia,Naturaleza,7.33637375652643,Millennials (30-39),Riesgo Moderado
2626,24,Mujer,Retail,5,Familia,Naturaleza,9.656819025270249,Gen Z (20-29),Riesgo Moderado
2627,34,Hombre,Finanzas,6,Finanzas,Deporte,7.604261624381038,Millennials (30-39),Riesgo Moderado
2628,64,Hombre,Retail,5,Carga Laboral,Naturaleza,4.953309381760139,Boomers (50+),Riesgo Moderado
2629,51,Mujer,Educación,4,Carga Laboral,Naturaleza,6.462310366972894,Boomers (50+),Bajo Riesgo
2630,27,Mujer,Salud,9,Carga Laboral,Naturaleza,7.585946699863022,Gen Z (20-29),Alto Riesgo
2631,38,Hombre,Finanzas,6,Familia,Naturaleza,7.249739709845793,Millennials (30-39),Riesgo Moderado
2632,40,Mujer,Educación,2,Familia,Naturaleza,4.89095426461823,Millennials (30-39),Bajo Riesgo
2633,63,Mujer,Tecnología,5,Finanzas,Videojuegos,7.15767708750454,Boomers (50+),Riesgo Moderado
2634,56,Mujer,Educación,4,Salud,Naturaleza,6.181549849144579,Boomers (50+),Bajo Riesgo
2635,47,Hombre,Construcción,5,Finanzas,Deporte,5.817104291396761,Gen X (40-49),Riesgo Moderado
2636,26,Mujer,Construcción,7,Familia,Naturaleza,7.329775080060857,Gen Z (20-29),Riesgo Moderado
2637,50,Hombre,Salud,6,Carga Laboral,Videojuegos,9.14559641024304,Gen X (40-49),Riesgo Moderado
2638,58,Hombre,Retail,7,Carga Laboral,Deporte,5.381210036474916,Boomers (50+),Riesgo Moderado
2639,41,Hombre,Salud,8,Carga Laboral,Deporte,7.178996276539645,Gen X (40-49),Alto Riesgo
2640,42,Mujer,Retail,3,Carga Laboral,Naturaleza,6.379148906934952,Gen X (40-49),Bajo Riesgo
2641,31,Mujer,Retail,5,Salud,Socializar,7.414884999863321,Millennials (30-39),Riesgo Moderado
2642,26,Hombre,Retail,3,Finanzas,Videojuegos,6.6606217394122735,Gen Z (20-29),Bajo Riesgo
2643,57,Mujer,Retail,4,Finanzas,Socializar,5.6338386988323,Boomers (50+),Bajo Riesgo
2644,27,Hombre,Construcción,3,Familia,Naturaleza,5.575563698617044,Gen Z (20-29),Bajo Riesgo
2645,47,Hombre,Construcción,3,Finanzas,Videojuegos,7.192076661628029,Gen X (40-49),Bajo Riesgo
2646,25,No Binario,Finanzas,8,Salud,Socializar,6.69538217471684,Gen Z (20-29),Alto Riesgo
2647,60,Mujer,Construcción,6,Salud,Videojuegos,7.431617365228046,Boomers (50+),Riesgo Moderado
2648,60,Hombre,Salud,7,Salud,Naturaleza,4.105833623038086,Boomers (50+),Riesgo Moderado
2649,56,Mujer,Construcción,7,Carga Laboral,Videojuegos,8.139291961591189,Boomers (50+),Riesgo Moderado
2650,22,Hombre,Salud,8,Familia,Naturaleza,8.62335195052511,Gen Z (20-29),Alto Riesgo
2651,45,Hombre,Tecnología,5,Salud,Socializar,6.727874006793779,Gen X (40-49),Riesgo Moderado
2652,57,Mujer,Construcción,4,Finanzas,Videojuegos,7.490804144144089,Boomers (50+),Bajo Riesgo
2653,27,Mujer,Salud,9,Finanzas,Deporte,7.964293483768644,Gen Z (20-29),Alto Riesgo
2654,62,Hombre,Retail,7,Finanzas,Naturaleza,6.228992958120924,Boomers (50+),Riesgo Moderado
2655,52,Mujer,Educación,5,Salud,Videojuegos,6.848003180482552,Boomers (50+),Riesgo Moderado
2656,41,Mujer,Retail,6,Salud,Deporte,7.228046488792501,Gen X (40-49),Riesgo Moderado
2657,45,Hombre,Finanzas,1,Finanzas,Deporte,5.715020608921277,Gen X (40-49),Bajo Riesgo
2658,46,Mujer,Salud,7,Salud,Deporte,6.706036309888712,Gen X (40-49),Riesgo Moderado
2659,57,Mujer,Retail,4,Finanzas,Deporte,3.4707727176590346,Boomers (50+),Bajo Riesgo
2660,42,Mujer,Construcción,9,Carga Laboral,Naturaleza,5.56268414074575,Gen X (40-49),Alto Riesgo
2661,51,Mujer,Construcción,7,Salud,Videojuegos,8.697226883818097,Boomers (50+),Riesgo Moderado
2662,45,Mujer,Tecnología,2,Carga Laboral,Deporte,7.079553497986683,Gen X (40-49),Bajo Riesgo
2663,63,Hombre,Educación,4,Carga Laboral,Videojuegos,5.305616434029503,Boomers (50+),Bajo Riesgo
2664,51,Mujer,Salud,6,Salud,Videojuegos,4.649300570176958,Boomers (50+),Riesgo Moderado
2665,43,Mujer,Retail,5,Finanzas,Socializar,10.283805046437603,Gen X (40-49),Riesgo Moderado
2666,49,Hombre,Educación,5,Familia,Videojuegos,5.447582129935318,Gen X (40-49),Riesgo Moderado
2667,28,Mujer,Tecnología,7,Carga Laboral,Naturaleza,5.753608315556475,Gen Z (20-29),Riesgo Moderado
2668,56,Mujer,Finanzas,4,Salud,Naturaleza,7.39878916318805,Boomers (50+),Bajo Riesgo
2669,49,Mujer,Educación,5,Carga Laboral,Deporte,5.253679533421658,Gen X (40-49),Riesgo Moderado
2670,35,Hombre,Tecnología,7,Finanzas,Videojuegos,7.064431767418896,Millennials (30-39),Riesgo Moderado
2671,31,Hombre,Salud,8,Salud,Naturaleza,6.542459726709681,Millennials (30-39),Alto Riesgo
2672,37,Mujer,Finanzas,6,Familia,Naturaleza,4.740840851995867,Millennials (30-39),Riesgo Moderado
2673,37,Hombre,Construcción,4,Salud,Naturaleza,6.575090678666599,Millennials (30-39),Bajo Riesgo
2674,52,Mujer,Tecnología,4,Carga Laboral,Deporte,6.989343065757265,Boomers (50+),Bajo Riesgo
2675,63,Hombre,Construcción,5,Salud,Naturaleza,4.914255020601205,Boomers (50+),Riesgo Moderado
2676,46,Hombre,Finanzas,5,Salud,Videojuegos,7.281443904692086,Gen X (40-49),Riesgo Moderado
2677,34,Hombre,Tecnología,5,Carga Laboral,Naturaleza,7.545523759811928,Millennials (30-39),Riesgo Moderado
2678,27,Hombre,Tecnología,7,Familia,Naturaleza,4.966048610552745,Gen Z (20-29),Riesgo Moderado
2679,30,Mujer,Finanzas,6,Finanzas,Deporte,7.228059312111935,Gen Z (20-29),Riesgo Moderado
2680,57,Hombre,Salud,6,Salud,Videojuegos,6.844820394738772,Boomers (50+),Riesgo Moderado
2681,64,Hombre,Tecnología,4,Familia,Naturaleza,5.984508965842193,Boomers (50+),Bajo Riesgo
2682,41,Hombre,Finanzas,3,Finanzas,Videojuegos,6.111210178158017,Gen X (40-49),Bajo Riesgo
2683,39,Mujer,Educación,6,Carga Laboral,Videojuegos,7.091830667438523,Millennials (30-39),Riesgo Moderado
2684,64,Hombre,Construcción,5,Familia,Naturaleza,5.614122336667776,Boomers (50+),Riesgo Moderado
2685,42,Mujer,Tecnología,6,Familia,Deporte,7.367471857412306,Gen X (40-49),Riesgo Moderado
2686,25,Mujer,Educación,6,Salud,Videojuegos,5.296987992080712,Gen Z (20-29),Riesgo Moderado
2687,54,Mujer,Tecnología,2,Carga Laboral,Socializar,5.406514313041539,Boomers (50+),Bajo Riesgo
2688,48,Mujer,Salud,9,Salud,Naturaleza,4.57148772080144,Gen X (40-49),Alto Riesgo
2689,28,Mujer,Finanzas,5,Carga Laboral,Videojuegos,3.920157849805361,Gen Z (20-29),Riesgo Moderado
2690,27,Mujer,Tecnología,8,Finanzas,Videojuegos,6.726706072495454,Gen Z (20-29),Alto Riesgo
2691,36,Hombre,Finanzas,6,Salud,Videojuegos,3.5666021679011424,Millennials (30-39),Riesgo Moderado
2692,39,Hombre,Retail,3,Carga Laboral,Naturaleza,6.990621691756896,Millennials (30-39),Bajo Riesgo
2693,53,Hombre,Tecnología,4,Carga Laboral,Socializar,6.372744020931125,Boomers (50+),Bajo Riesgo
2694,32,Mujer,Salud,5,Familia,Videojuegos,9.329193005978087,Millennials (30-39),Riesgo Moderado
2695,41,No Binario,Salud,5,Salud,Videojuegos,7.411025304608858,Gen X (40-49),Riesgo Moderado
2696,45,Mujer,Educación,2,Salud,Deporte,7.265510625068862,Gen X (40-49),Bajo Riesgo
